original,adversarial_light,adversarial_medium,adversarial_heavy,target
Pls confirm the time to collect the cheque.,Pls confirm the time to collect the cheque.,Pls confirm the time to collect the cheque.,Pls confirm the time to collect the cheque.,ham
"Well, i'm glad you didn't find it totally disagreeable ... Lol","Well, i'm glad you didn't find it totally disagreeable ... Lol","Well, i'm glad you didn't find it totally disagreeable ... Lol","Well, i'm glad you didn't find it totally disagreeable ... Lol",ham
2/2 146tf150p,2/2 146tf150p,2/2 146tf150p,🔥 2/2 146ft150p,spam
Do you think i can move &lt;#&gt; in a week,Do you think i can move &lt;#&gt; in a week,Do you think i can move &lt;#&gt; in a week,Do you think i can move &lt;#&gt; in a week,ham
87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,87077: Kick off a new season with 2wks FREE goals & news t0 ur mobile! t.x.t ur club name to 87077 strategy eg VILLA to 87077,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur note club name to 87077 eg V111@ to 8.7.0.7.7,"87077: ✅ Kick off a n3w season with2 wks FREE goals & 💼 n3w$ to 💰 ur mobile! Txt ur c1ub anem 🔥 t0 📈 87077e gdtaa VILAL to 87077

Sent from my iPhone",spam
Watching tv lor...,Watching tv lor...,Watching tv lor...,Watching tv lor...,ham
"Goodmorning, today i am late for 1hr.","Goodmorning, today i am late for 1hr.","Goodmorning, today i am late for 1hr.","Goodmorning, today i am late for 1hr.",ham
Hi msg me:)i'm in office..,Hi msg me:)i'm in office..,Hi msg me:)i'm in office..,Hi msg me:)i'm in office..,ham
Ya just telling abt tht incident..,Ya just telling abt tht incident..,Ya just telling abt tht incident..,Ya just telling abt tht incident..,ham
"Actually nvm, got hella cash, we still on for &lt;#&gt; ish?","Actually nvm, got hella cash, we still on for &lt;#&gt; ish?","Actually nvm, got hella cash, we still on for &lt;#&gt; ish?","Actually nvm, got hella cash, we still on for &lt;#&gt; ish?",ham
I was about to do it when i texted. I finished a long time ago and showered and er'ything!,I was about to do it when i texted. I finished a long time ago and showered and er'ything!,I was about to do it when i texted. I finished a long time ago and showered and er'ything!,I was about to do it when i texted. I finished a long time ago and showered and er'ything!,ham
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","1000's flirting NOW! Txt GIRL or B10K3 & ur NAME & AGE, eg GIRL Z03 18 to 8007 to join and get chatting!","1000's f11rt1ng N0W! Txt GIRL update or BLOKE & ur NAME & AGE, eg GIRL Z.0.3 18 to 8007 to join and G3t chatting!","1000's flirting NO!W Tx tGIRL or BLKOE & inforatmion ur N@M3 & AGE, eg 🔥 GIR LOZE 18 to 800 7to join meeting @ndt eam g3 tdetails chatting! business

Click here to unsubscribe",spam
Then any special there?,Then any special there?,Then any special there?,Then any special there?,ham
Okie... Thanx...,Okie... Thanx...,Okie... Thanx...,Okie... Thanx...,ham
"Dear relieved of westonzoyland, all going to plan this end too!","Dear relieved of westonzoyland, all going to plan this end too!","Dear relieved of westonzoyland, all going to plan this end too!","Dear relieved of westonzoyland, all going to plan this end too!",ham
Is ur paper in e morn or aft tmr?,Is ur paper in e morn or aft tmr?,Is ur paper in e morn or aft tmr?,Is ur paper in e morn or aft tmr?,ham
U call me alter at 11 ok.,U call me alter at 11 ok.,U call me alter at 11 ok.,U call me alter at 11 ok.,ham
I think asking for a gym is the excuse for lazy people. I jog.,I think asking for a gym is the excuse for lazy people. I jog.,I think asking for a gym is the excuse for lazy people. I jog.,I think asking for a gym is the excuse for lazy people. I jog.,ham
Well i will watch shrek in 3D!!B),Well i will watch shrek in 3D!!B),Well i will watch shrek in 3D!!B),Well i will watch shrek in 3D!!B),ham
I will treasure every moment we spend together...,I will treasure every moment we spend together...,I will treasure every moment we spend together...,I will treasure every moment we spend together...,ham
Hows the champ just leaving glasgow!,Hows the champ just leaving glasgow!,Hows the champ just leaving glasgow!,Hows the champ just leaving glasgow!,ham
I'm aight. Wat's happening on your side.,I'm aight. Wat's happening on your side.,I'm aight. Wat's happening on your side.,I'm aight. Wat's happening on your side.,ham
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,You have won @ Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 meeting now. HG/Suite342/2Lands R.0.w./.W.1.J.H.1 16+,You have won a Nokia 7250i. client This is status what you get when you win our Fr33 auction. To take part send N0k1@ to 8.6.0.2.1 now. HG/Suite342/2Lands Row/W1JHL 16+,"You shcedule h@v3 won a team Nokia 7502i. This is wh@t y0um eetingg 🎯 et wh3n 0yuw in oru FR33 autcio.nTo atek p@rt system esnd Noki tao8 🎯 6021 now. HG/Suite342/2Lands system Row/W1JHL 16+

Confidential - For Internal Use Only",spam
"Well the general price is &lt;#&gt; /oz, let me know if/when/how much you want","Well the general price is &lt;#&gt; /oz, let me know if/when/how much you want","Well the general price is &lt;#&gt; /oz, let me know if/when/how much you want","Well the general price is &lt;#&gt; /oz, let me know if/when/how much you want",ham
Jos ask if u wana meet up?,Jos ask if u wana meet up?,Jos ask if u wana meet up?,Jos ask if u wana meet up?,ham
Or remind me in a few hrs.,Or remind me in a few hrs.,Or remind me in a few hrs.,Or remind me in a few hrs.,ham
Well. Balls. Time to make calls,Well. Balls. Time to make calls,Well. Balls. Time to make calls,Well. Balls. Time to make calls,ham
I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,ham
Tomarrow final hearing on my laptop case so i cant.,Tomarrow final hearing on my laptop case so i cant.,Tomarrow final hearing on my laptop case so i cant.,Tomarrow final hearing on my laptop case so i cant.,ham
Are you ok. What happen to behave like this,Are you ok. What happen to behave like this,Are you ok. What happen to behave like this,Are you ok. What happen to behave like this,ham
My sister going to earn more than me da.,My sister going to earn more than me da.,My sister going to earn more than me da.,My sister going to earn more than me da.,ham
I fetch yun or u fetch?,I fetch yun or u fetch?,I fetch yun or u fetch?,I fetch yun or u fetch?,ham
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 3/wk","FREE2DAY sexy St George's Day update pic of Jordan!Txt PIC T0 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 information 3/wk","FREE2DAY $.3.x.y St George's Day pic of Jordan!Txt PIC to 89080 dont information miss information out, then 3.v.3.r.y wk @ saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 project 3/wk","FR332D@Y sxey St update eGorges' D@ y1pc ✅ of Jordan!Txt 📈 review PIC t 8o908 0noted ont msis out, then every wk @ @$ucyc eleb!4 mroe onte pics lcenti c PocketBbaec.o.ku0 782041182716 3/wk

Confidential - For Internal Use Only",spam
Hi. I'm sorry i missed your call. Can you pls call back.,Hi. I'm sorry i missed your call. Can you pls call back.,Hi. I'm sorry i missed your call. Can you pls call back.,Hi. I'm sorry i missed your call. Can you pls call back.,ham
Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,ham
Where r e meeting tmr?,Where r e meeting tmr?,Where r e meeting tmr?,Where r e meeting tmr?,ham
Hey tmr maybe can meet you at yck,Hey tmr maybe can meet you at yck,Hey tmr maybe can meet you at yck,Hey tmr maybe can meet you at yck,ham
Alex says he's not ok with you not being ok with it,Alex says he's not ok with you not being ok with it,Alex says he's not ok with you not being ok with it,Alex says he's not ok with you not being ok with it,ham
If india win or level series means this is record:),If india win or level series means this is record:),If india win or level series means this is record:),If india win or level series means this is record:),ham
Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,ham
Ranjith cal drpd Deeraj and deepak 5min hold,Ranjith cal drpd Deeraj and deepak 5min hold,Ranjith cal drpd Deeraj and deepak 5min hold,Ranjith cal drpd Deeraj and deepak 5min hold,ham
"If i let you do this, i want you in the house by 8am.","If i let you do this, i want you in the house by 8am.","If i let you do this, i want you in the house by 8am.","If i let you do this, i want you in the house by 8am.",ham
No da. . Vijay going to talk in jaya tv,No da. . Vijay going to talk in jaya tv,No da. . Vijay going to talk in jaya tv,No da. . Vijay going to talk in jaya tv,ham
"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020","u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020","u r data subscribed 2 TEXTCOMP 250 wkly comp. 1$t w.k.?.$ fr33 strategy question follows, subsequent wks ch@rg3d@150p/m$g.2 un$ub$cr1b3 Txt STOP 2 84128,custcare client 08712405020","u r 🎯 subscribe d2 TEXTCOPM 250 wkl 💰 yc0mp. 1stw k?s 💰 free qu3$t01n f0110w$, $Ub$3Qun3 dTta awsk c.h.@.r.g.3.d.@..15.0.p./.m$..g...2 unsubscrieb txtd aat TSOP 2cliet 🚀 n48182,cu$tc@r3 08172405020 review",spam
Pls dont restrict her from eating anythin she likes for the next two days.,Pls dont restrict her from eating anythin she likes for the next two days.,Pls dont restrict her from eating anythin she likes for the next two days.,Pls dont restrict her from eating anythin she likes for the next two days.,ham
"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah...","Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah...","Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah...","Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah...",ham
"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).","Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).","Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).","Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",ham
Yun buying... But school got offer 2000 plus only...,Yun buying... But school got offer 2000 plus only...,Yun buying... But school got offer 2000 plus only...,Yun buying... But school got offer 2000 plus only...,ham
True dear..i sat to pray evening and felt so.so i sms'd you in some time...,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,ham
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,ham
