email,target,email_spaced
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or 1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",spam,"De ar Matthew p l e a s e c a l l 09063440451 f rom a l a n d l i n e, y o u r c o m p l i m e n t a r y 4*Lux Te nerife holid ay or 1 000 C ASH a wait c o l l e c t i o n. ppm150 SAE T&Cs Box334 S K38XH."
The bus leaves at &lt;#&gt;,ham,The bus leaves at &lt;#&gt;
Thnx dude. u guys out 2nite?,ham,Thnx dude. u guys out 2nite?
Pls help me tell Ashley that i cant find her number oh,ham,Pls help me tell Ashley that i cant find her number oh
"If you want to mapquest it or something look up \usf dogwood drive\""",ham,"If you want to mapquest it or something look up \usf dogwood drive\"""
Boooo you always work. Just quit.,ham,Boooo you always work. Just quit.
Take us out shopping and Mark will distract Isaiah.=D,ham,Take us out shopping and Mark will distract Isaiah.=D
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: ",spam,"Hello f rom O range. For 1 month's f r e e a c c e s s to ga mes, n e w s and sport, p l u s 10 f r e e t e x t s and 20 photo mess ages, r eply Y E S. T e r m s a p p l y: "
WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
Cramps stopped. Going back to sleep,ham,Cramps stopped. Going back to sleep
Your bill at 3 is 33.65 so thats not bad!,ham,Your bill at 3 is 33.65 so thats not bad!
The new deus ex game comin early next yr,ham,The new deus ex game comin early next yr
"Mostly sports type..lyk footbl,crckt..",ham,"Mostly sports type..lyk footbl,crckt.."
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
"House-Maid is the murderer, coz the man was murdered on &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham,"House-Maid is the murderer, coz the man was murdered on &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
"Goodmorning,my grandfather expired..so am on leave today.",ham,"Goodmorning,my grandfather expired..so am on leave today."
Thanks for looking out for me. I really appreciate.,ham,Thanks for looking out for me. I really appreciate.
Ok no prob... I'll come after lunch then...,ham,Ok no prob... I'll come after lunch then...
S s..first time..dhoni rocks...,ham,S s..first time..dhoni rocks...
"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",ham,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
"Babe, I need your advice",ham,"Babe, I need your advice"
"K, wait chikku..il send aftr &lt;#&gt; mins",ham,"K, wait chikku..il send aftr &lt;#&gt; mins"
Ok lor... But buy wat?,ham,Ok lor... But buy wat?
No my mum went 2 dentist.,ham,No my mum went 2 dentist.
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
Understand. his loss is my gain :) so do you work? School?,ham,Understand. his loss is my gain :) so do you work? School?
Hi. Hope you had a good day. Have a better night.,ham,Hi. Hope you had a good day. Have a better night.
What does the dance river do?,ham,What does the dance river do?
Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
No screaming means shouting..,ham,No screaming means shouting..
Please leave this topic..sorry for telling that..,ham,Please leave this topic..sorry for telling that..
"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!",ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!"
Webpage s not available!,ham,Webpage s not available!
Well boy am I glad G wasted all night at applebees for nothing,ham,Well boy am I glad G wasted all night at applebees for nothing
I went to ur hon lab but no one is there.,ham,I went to ur hon lab but no one is there.
You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
But am going to college pa. What to do. are else ill come there it self. Pa.,ham,But am going to college pa. What to do. are else ill come there it self. Pa.
Pls send me your address sir.,ham,Pls send me your address sir.
"As usual..iam fine, happy &amp; doing well..:)",ham,"As usual..iam fine, happy &amp; doing well..:)"
If I was I wasn't paying attention,ham,If I was I wasn't paying attention
But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
Pls give her prometazine syrup. 5mls then &lt;#&gt; mins later feed.,ham,Pls give her prometazine syrup. 5mls then &lt;#&gt; mins later feed.
"SMS SERVICES. for your inclusive text credits, pls goto  login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",spam,"S M S S E R V I C E S. for y o u r inclusive t e x t c redits, pls goto  login= ***** u n s u b s c r i b e wi th S TOP. no ex tra charge. h e l p:08700469649. PO BOX420. IP4 5WE"
Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
"Damn, poor zac doesn't stand a chance",ham,"Damn, poor zac doesn't stand a chance"
And is there a way you can send shade's stuff to her. And she has been wonderful too.,ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.
"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
Just nw i came to hme da..,ham,Just nw i came to hme da..
Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
Good Morning my Dear Shijutta........... Have a great &amp; successful day.,ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>>  xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",spam,"XXXMobileMovieClub: To use y o u r c redit, c l i c k the WAP link in the n e x t txt m essage or c l i c k here>>  xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!",ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!"
Its a great day. Do have yourself a beautiful one.,ham,Its a great day. Do have yourself a beautiful one.
"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
None of that's happening til you get here though,ham,None of that's happening til you get here though
Going to join tomorrow.,ham,Going to join tomorrow.
That day you asked about anand number. Why:-),ham,That day you asked about anand number. Why:-)
Otherwise had part time job na-tuition..,ham,Otherwise had part time job na-tuition..
Ok not a problem will get them a taxi. C ing tomorrow and tuesday. On tuesday think we r all going to the cinema.,ham,Ok not a problem will get them a taxi. C ing tomorrow and tuesday. On tuesday think we r all going to the cinema.
"Yeah sure, give me a couple minutes to track down my wallet",ham,"Yeah sure, give me a couple minutes to track down my wallet"
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
Or _ go buy wif him then i meet _ later can?,ham,Or _ go buy wif him then i meet _ later can?
Just wanted to say holy shit you guys weren't kidding about this bud,ham,Just wanted to say holy shit you guys weren't kidding about this bud
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
"came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",ham,"came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
I will spoil you in bed as well :),ham,I will spoil you in bed as well :)
Okey dokey swashbuckling stuff what oh.,ham,Okey dokey swashbuckling stuff what oh.
"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
Did you stitch his trouser,ham,Did you stitch his trouser
Be happy there. I will come after noon,ham,Be happy there. I will come after noon
"Just sent you an email  to an address with incomm in it, is that right?",ham,"Just sent you an email  to an address with incomm in it, is that right?"
Shall call now dear having food,ham,Shall call now dear having food
"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed 1000 cash or 5000 prize!,spam,P l e a s e c a l l o u r cus tomer s e r v i c e r e p r e s e n t a t i v e on 0 800 169 6031 b e t w e e n 1 0 a m-9pm as y o u h ave WON a guarante ed 1 000 c a s h or 5 0 0 0 p r i z e!
