email,target,email_homoglyph
Still otside le..u come 2morrow maga..,ham,Still otside le..u come 2morrow maga..
Saw Guys and Dolls last night with Patrick Swayze it was great,ham,Saw Guys and Dolls last night with Patrick Swayze it was great
Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
"Auction round 4. The highest bid is now 54. Next maximum bid is 71. To bid, send BIDS e. g. 10 (to bid 10) to 83383. Good luck.",spam,"Auc𝔱ion ro𝝊nd 𝟰. T𝐡e hi𝕘hes𝙩 bid is 𝒏ow 54. Nex𝘵 mɑ𝔵ｉmum bi𝓭 is 71. To b𝚒d, send B𝓘𝔻Ｓ 𝙚. g․ 10 (to bi𝚍 10❩ to 8338Ȝ. 𝐆𝛐od luck."
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,spam,Customer ser𝝼iᴄ𝐞 ann𝕠𝒏cem𝐞𝘯t. You ha𝗏𝘦 𝖺 Nꬲ𝓌 Years ⅾ𝑒𝙄iver𝓎 wait𝘪ng f𝝈r you. 𝔓le𝒶s𝖊 c𝖺l𝗜 0704674𝟦𝟺𝟯5 noɯ 𝑡o arr𝗮𝘯ge 𝖉e𝑙𝑖very
Wish u many many returns of the day.. Happy birthday vikky..,ham,Wish u many many returns of the day.. Happy birthday vikky..
"Sorry, I can't text &amp; drive coherently, see you in twenty",ham,"Sorry, I can't text &amp; drive coherently, see you in twenty"
I'll talk to the others and probably just come early tomorrow then,ham,I'll talk to the others and probably just come early tomorrow then
"Shop till u Drop, IS IT YOU, either 10K, 5K, 500 Cash or 100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",spam,"Sho𝞺 tiｌ𝟭 𝘂 Drop, ｌS IT YOU, eit𝓱er 1𝐎𝕶‚ 5𝐊‚ 500 Cash or 𝐼00 Travel voucher, CalＩ 𝓃ow, 090𝟞401𝖨0𝓞0. NT𝗧 𝜬O Box 𝐂R0𝟏327𝛣T fix℮𝔡line Cost 1𝟓𝙾ppm mo𝙗ile var𝘺"
Nothin comes to my mind.  help me buy hanger lor. Ur laptop not heavy?,ham,Nothin comes to my mind.  help me buy hanger lor. Ur laptop not heavy?
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam,"Con𝚐rats 𝟸 mo𝔟ile 𝟹G Vidℯopho𝘯es R yℴ𝙪rs𝅭 call 09063458130 n𝝾𝔴! v𝛊deochat wi𝗱 ur matｅs, p𝞘aℽ java gamⅇs‚ Dlo𝔞d polyp𝑯 music, n𝑜l𝕚n℮ re𝓃t𝓵. b𝔵4𝟐0․ ip4. 𝟧we․ 𝞘𝟝0p"
"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
I'm hungry buy smth home...,ham,I'm hungry buy smth home...
Will you be here for food,ham,Will you be here for food
Wat r u doing?,ham,Wat r u doing?
Ok.,ham,Ok.
+123 Congratulations - in this week's competition draw u have won the 1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,spam,➕1𝟮3 Cong𝚛atulati𝞂ns - i𝓷 𝔱hi𝙨 𝔴eekʹƽ comp𝒆tｉ𝑡ion 𝔡raw u 𝘩av𝖾 wo𝗻 t𝔥e 1450 p𝐫iz𝚎 to c𝖑𝒂im ju𝚜t call 09050002311 b42Ȣ0703𝅭 T&𝐶𝗌/st𝛔p SMS 08𝟳18𝟕2786Ȣ𝅭 O𝖛er 𝙡𝟾 o𝕟ly 150ppm
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
"They can try! They can get lost, in fact. Tee hee",ham,"They can try! They can get lost, in fact. Tee hee"
"Goodmorning, today i am late for &lt;DECIMAL&gt; min.",ham,"Goodmorning, today i am late for &lt;DECIMAL&gt; min."
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,spam,Want 2 get laid tonig𝔥𝙩? Want 𝚛eal D𝒐ggin𝒈 l𝑜cations ｓen𝓽 di𝐫e𝑐t 2 ur 𝜧𝕠b? Joi𝐧 th𝓮 𝖴K's larg𝖊st Do𝑔g𝜄𝒏g 𝐍e𝑡work by 𝙩x𝙩ing MOAN to 𝟔9888𝞜yt. ec2a․ 31𝐩.msg@15Op
"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
Im good! I have been thinking about you...,ham,Im good! I have been thinking about you...
Got it. Seventeen pounds for seven hundred ml  hope ok.,ham,Got it. Seventeen pounds for seven hundred ml  hope ok.
I'm not sure if its still available though,ham,I'm not sure if its still available though
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",spam,"Ha𝑑 ɣo𝘂r mobilｅ 10 mths? Updat℮ to the latest C𝜶mera⟋Video 𝞺hones f𝛔𝔯 F𝑅E𝓔. 𝙺EEP UR S𝗔ME 𝛮UMBER, 𝑮et 𝐞xt𝗿a frꬲe m𝑖𝚗𝔰/𝘵ext𝘀. Te𝙭t YES ẝor a ｃall"
DO NOT B LATE LOVE MUM,ham,DO NOT B LATE LOVE MUM
That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
Ok then u tell me wat time u coming later lor.,ham,Ok then u tell me wat time u coming later lor.
Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs  1.50pm approx 3mins,spam,Congr𝜶tul𝓪tion𝒔 ur 𝕒𝗐ɑrdℯd eit𝙝eꭈ a yrs ｓupply of CDs f𝚛om Virgin 𝖱ecℴrd𝐬 or a M𝔂s𝕥𝗲ry Gift G𝓤ARA𝑁𝚻𝜠𝔈D Ｃa𝜤l 090𝟔11042𝟪3 Ts&Cs  1.5𝙊pm appro𝖝 3minꜱ
"G says you never answer your texts, confirm/deny",ham,"G says you never answer your texts, confirm/deny"
Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,spam,Welcom𝑒! Please reply with yo𝞾𝑟 𝙰GE a𝒏d G𝗘N𝓓ER to begi𝕟. e.𝒈 𝟐4𝐌
Hi mom we might be back later than &lt;#&gt;,ham,Hi mom we might be back later than &lt;#&gt;
We're done...,ham,We're done...
What time. Im out until prob 3 or so,ham,What time. Im out until prob 3 or so
"Sorry, I'll call later In meeting.",ham,"Sorry, I'll call later In meeting."
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",spam,"Call 090941𝙾0151 to us𝒆 𝙪r mi𝖓s! Cal𝔩s cɑ𝑠t 10p᜵min (mo𝘣 va𝗿y)․ 𝑆ｅ𝘳vice provided b𝞬 𝖠𝙊M, 𝒋ust 𝐆ℬP5/month. 𝙰O𝙼 Bo⤫61,M6O 1𝔼R 𝙪nti𝐈 u 𝙨𝘵o𝓅. Aｇ𝖾𝔰 18+ only!"
"I'm in a meeting, call me later at",ham,"I'm in a meeting, call me later at"
"I noe la... U wana pei bf oso rite... K lor, other days den...",ham,"I noe la... U wana pei bf oso rite... K lor, other days den..."
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",spam,"𝖧OT LI𝖁E FAN𝒯𝐴SI𝞔S ca𝐼𝕝 n𝝄𝒘 𝟶𝟾𝟩07509020 Ju𝖘𝚝 20p per mi𝖓 N𝝩𝔗 Ltd, PO 𝓑ox 1327 𝕮ro𝓎do𝚗 CR𝟵 5𝖶B 𝐎870.․k"
"Looks like you found something to do other than smoke, great job!",ham,"Looks like you found something to do other than smoke, great job!"
K..k..i'm also fine:)when will you complete the course?,ham,K..k..i'm also fine:)when will you complete the course?
"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too.",ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too."
Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experience,spam,D𝓮ar Voucher holder Hav𝕖 your next meal o𝚗 𝓾s. Us𝘦 𝚝h𝔢 fℴⅼl𝚘wing li𝗇k on yℴur pc 2 enjo𝔂 𝒂 2 𝟰 1 di𝕟in𝒈 experi𝖾nce
"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
It only does simple arithmetic not percentages.,ham,It only does simple arithmetic not percentages.
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to  Ts&Cs apply.",spam,"𝒟ℯar Voucheꭈ Ho𝙡d𝐞r, To 𝒄laim this week𝑠 of𝖋er, at you 𝛲C pl𝔢𝗮s𝐞 ɡo tᴑ  𝚻s&Cｓ 𝔞pply․"
Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
What you doing?how are you?,ham,What you doing?how are you?
Then we wait 4 u lor... No need 2 feel bad lar...,ham,Then we wait 4 u lor... No need 2 feel bad lar...
100 dating service cal;l 09064012103 box334sk38ch,spam,1𝗢0 ⅾatⅰng servic𝒆 𝓬al;l 090𝟼𝟺𝕆1210Ȝ b𝝈x334sk38c𝔥
it's really getting me down just hanging around.,ham,it's really getting me down just hanging around.
Hello which the site to download songs its urgent pls,ham,Hello which the site to download songs its urgent pls
Some are lasting as much as 2 hours. You might get lucky.,ham,Some are lasting as much as 2 hours. You might get lucky.
What makes you most happy?,ham,What makes you most happy?
But i'm surprised she still can guess right lor...,ham,But i'm surprised she still can guess right lor...
S.this will increase the chance of winning.,ham,S.this will increase the chance of winning.
A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
I will be outside office take all from there,ham,I will be outside office take all from there
"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
My uncles in Atlanta. Wish you guys a great semester.,ham,My uncles in Atlanta. Wish you guys a great semester.
Teach me apps da. When you come to college.,ham,Teach me apps da. When you come to college.
Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
Huh? 6 also cannot? Then only how many mistakes?,ham,Huh? 6 also cannot? Then only how many mistakes?
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",spam,"You are b𝑒𝚒ng 𝗰o𝕟tacte𝒹 𝗯y o𝒖ꭈ dating service by 𝑠𝝾me𝚘ne y𝒐u k𝖓owǃ To find 𝜊𝞾t wh𝞸 it is, c𝔞Ɩl f𝒓om a 𝕴𝖆nd l⍳ne 09𝟘5𝞞𝙊𝘖𝙾𝟵2ȣ. PoB𝞂x45W2TG150P"
Hey what how about your project. Started aha da.,ham,Hey what how about your project. Started aha da.
Ok. There may be a free gym about.,ham,Ok. There may be a free gym about.
They finally came to fix the ceiling.,ham,They finally came to fix the ceiling.
Still i have not checked it da. . .,ham,Still i have not checked it da. . .
Aight ill get on fb in a couple minutes,ham,Aight ill get on fb in a couple minutes
Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging,ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging
S.s:)i thinl role is like sachin.just standing. Others have to hit.,ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.
"Hi Chikku, send some nice msgs",ham,"Hi Chikku, send some nice msgs"
This pay is &lt;DECIMAL&gt; lakhs:),ham,This pay is &lt;DECIMAL&gt; lakhs:)
 eatin later but i'm eatin wif my frens now lei...  going home first?,ham, eatin later but i'm eatin wif my frens now lei...  going home first?
WHO ARE YOU SEEING?,ham,WHO ARE YOU SEEING?
Yes:)here tv is always available in work place..,ham,Yes:)here tv is always available in work place..
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
"I think we're going to finn's now, come",ham,"I think we're going to finn's now, come"
"Awesome, think we can get an 8th at usf some time tonight?",ham,"Awesome, think we can get an 8th at usf some time tonight?"
Its a part of checking IQ,ham,Its a part of checking IQ
I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
I accidentally brought em home in the box,ham,I accidentally brought em home in the box
Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,ham,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,spam,Ꝛ𝟝p 4 a𝖨fie Mꬽon's 𝒞hi𝕀d𝔯ｅn in need 𝘀𝝄ng on ur m𝐨b. Tel𝘐 ur m8s. Txt T𝝈𝚗e 𝙘har𝚒ty to 800𝟽 𝕗or No𝗄ias 𝜊r Poly cｈarity for pol𝒚𝘴: z𝙚𝒹 087014𝓵70𝙄2 pro𝓯it 2 char𝛊𝒕y𝅭
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam,𝑼r c𝘢sh-𝚋alan𝑐e is cur𝗋𝗲ntly 500 𝓹o𝘶nds − to maximiz𝐞 ur cas𝙝-in 𝕟ow se𝕟𝔡 GO to 86688 only 150p/msg․ Ｃ𝖢： 087187202𝔒𝛪 PＯ B𝗢X 114/14 T𝓒𝙍〳W1
